what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1298523682091
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1298523682092
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1298523682093
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1298523682093
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1298523682094
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1298523682094
started,bundle,org.eclipse.ui.intro.universal,3.2.400.v20100517,"org.eclipse.ui.intro.universal",1298523682094
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1298523682095
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1298523682095
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1298523682149
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1298523682150
started,bundle,org.eclipse.wst.jsdt.core,1.1.0.v201006030738,"org.eclipse.wst.jsdt.core",1298523682150
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1298523682151
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1298523682164
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1298523682165
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1298523682166
os,sysinfo,,,"win32",1298523682168
arch,sysinfo,,,"x86",1298523682168
ws,sysinfo,,,"win32",1298523682168
locale,sysinfo,,,"zh_CN",1298523682169
processors,sysinfo,,,"4",1298523682169
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1298523682169
java.runtime.version,sysinfo,,,"1.6.0_21-b06",1298523682169
java.specification.name,sysinfo,,,"Java Platform API Specification",1298523682169
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1298523682169
java.specification.version,sysinfo,,,"1.6",1298523682169
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1298523682169
java.version,sysinfo,,,"1.6.0_21",1298523682169
java.vm.info,sysinfo,,,"mixed mode, sharing",1298523682169
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1298523682169
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1298523682169
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1298523682169
java.vm.specification.version,sysinfo,,,"1.0",1298523682169
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1298523682169
java.vm.version,sysinfo,,,"17.0-b16",1298523682169
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1298523682258
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1298523682283
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1298523682481
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1298523682483
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20100616-1900,"org.eclipse.php.debug.daemon",1298523682511
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1298523682563
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1298523682923
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1298523683029
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1298523683031
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1298523683148
started,bundle,org.eclipse.php.server.core,2.2.0.v20100616-1900,"org.eclipse.php.server.core",1298523683149
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1298523683203
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1298523683294
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1298523683335
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1298523683412
started,bundle,org.eclipse.php.debug.core,2.2.0.v20100616-1900,"org.eclipse.php.debug.core",1298523683435
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1298523683463
started,bundle,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.php.debug.ui",1298523683909
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298523684455
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298523686081
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298523688121
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298523690906
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298523694648
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298523822567
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1298523824441
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1298523824501
closed,view,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.internal.introview",1298523824543
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1298523824659
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1298523830334
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1298523830356
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100529-0735,"org.eclipse.ecf.filetransfer",1298523830853
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100529-0735,"org.eclipse.ecf.identity",1298523830866
started,bundle,org.eclipse.ecf,3.1.0.v20100529-0735,"org.eclipse.ecf",1298523830976
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer.httpclient",1298523831108
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer",1298523831149
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298523831233
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1298523832634
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.artifact.repository",1298524228088
started,bundle,org.eclipse.equinox.p2.director,2.0.0.v20100525,"org.eclipse.equinox.p2.director",1298524230924
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1298524235575
started,bundle,org.eclipse.equinox.p2.publisher,1.1.0.v20100513,"org.eclipse.equinox.p2.publisher",1298524235659
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.0.v20100513,"org.eclipse.equinox.p2.touchpoint.eclipse",1298524235693
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1298524237861
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1298524237893
started,bundle,org.eclipse.equinox.p2.touchpoint.natives,1.0.200.v20100503a,"org.eclipse.equinox.p2.touchpoint.natives",1298524238073
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298524250718
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1298524250739
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298524251102
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298524390619
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298524392374
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298524556729
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298524559261
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298524644205
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298524645238
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298524742196
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298526100865
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298526100877
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298526104678
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298526104884
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.200.v20100505,"org.eclipse.equinox.frameworkadmin.equinox",1298526104941
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298526107590
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298526173331
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298526173420
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1298526174373
stopped,bundle,org.eclipse.dltk.testing,1.0.0.v20090914-1703,"org.eclipse.dltk.testing",1298526174375
stopped,bundle,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui",1298526174386
stopped,bundle,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.php.debug.ui",1298526174388
stopped,bundle,org.eclipse.dltk.debug.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.debug.ui",1298526174390
stopped,bundle,org.eclipse.dltk.formatter,2.0.0.v20100304-1959,"org.eclipse.dltk.formatter",1298526174393
stopped,bundle,org.eclipse.dltk.rse.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.ui",1298526174396
stopped,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1298526174398
stopped,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1298526174402
stopped,bundle,org.eclipse.php.debug.core,2.2.0.v20100616-1900,"org.eclipse.php.debug.core",1298526174405
stopped,bundle,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui",1298526174405
stopped,bundle,org.eclipse.dltk.ui,2.0.0.v20100603-0936,"org.eclipse.dltk.ui",1298526174420
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1298526174422
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.jaxp.debug.ui",1298526174422
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1298526174422
stopped,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1298526174422
stopped,bundle,org.eclipse.rse.importexport,1.2.100.v201003010830,"org.eclipse.rse.importexport",1298526174422
stopped,bundle,org.eclipse.rse.shells.ui,3.0.200.v201006041352,"org.eclipse.rse.shells.ui",1298526174423
stopped,bundle,org.eclipse.rse.files.ui,3.1.100.v201005221100,"org.eclipse.rse.files.ui",1298526174423
stopped,bundle,org.eclipse.rse.processes.ui,3.0.200.v201003010830,"org.eclipse.rse.processes.ui",1298526174423
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1298526174423
